Category;City;Country;Customer ID;Customer Name;Discount;Order Date;Order ID;Postal Code;Product ID;Product Name;Profit;Quantity;Region;Row;Sales;Segment;Ship Date;Ship Mode;State;Sub-Category
Technology;Newark;United States;SM-20905;Susan MacKendrick;0.7;04.05.13;CA-2013-129280;43055;TEC-MA-10003589;Cisco 8961 IP Phone Charcoal;-1.649.538;3;East;9563;$225;Consumer;06.05.13;First Class;Ohio;Machines
Office Supplies;Chicago;United States;CB-12415;Christy Brittain;0.8;04.05.13;CA-2013-163398;60653;OFF-AP-10002403;Acco Smartsocket Color-Coded Six-Outlet AC Adapter Model Surge Protectors;-712.962;3;Central;4438;$26;Consumer;09.05.13;Standard Class;Illinois;Appliances
Office Supplies;Chicago;United States;CB-12415;Christy Brittain;0.2;04.05.13;CA-2013-163398;60653;OFF-AR-10003217;Newell 316;27.384;7;Central;4437;$27;Consumer;09.05.13;Standard Class;Illinois;Art
Office Supplies;Chicago;United States;CB-12415;Christy Brittain;0.8;04.05.13;CA-2013-163398;60653;OFF-BI-10000014;Heavy-Duty E-Z-D Binders;-36.003;1;Central;4436;$2;Consumer;09.05.13;Standard Class;Illinois;Binders
Furniture;Henderson;United States;LW-16990;Lindsay Williams;0;06.05.13;US-2013-102239;89015;FUR-TA-10003392;Global Adaptabilities Conference Tables;3.203.172;6;West;7115;$1,686;Corporate;07.05.13;First Class;Nevada;Tables
Office Supplies;Henderson;United States;LW-16990;Lindsay Williams;0.2;06.05.13;US-2013-102239;89015;OFF-BI-10001890;Avery Poly Binder Pockets;20.048;2;West;7116;$6;Corporate;07.05.13;First Class;Nevada;Binders
Furniture;San Francisco;United States;AH-10465;Amy Hunt;0.2;06.05.13;CA-2013-126165;94109;FUR-TA-10001676;Hon 61000 Series Interactive Training Tables;-17.772;2;West;5696;$71;Consumer;08.05.13;Second Class;California;Tables
Office Supplies;Louisville;United States;ND-18370;Natalie DeCherney;0;06.05.13;CA-2013-145247;40214;OFF-PA-10003641;Xerox 1909;364.044;3;South;1358;$79;Consumer;08.05.13;First Class;Kentucky;Paper
Furniture;Encinitas;United States;DM-13015;Darrin Martin;0.2;06.05.13;CA-2013-160500;92024;FUR-TA-10003748;Bevis 36 x 72 Conference Tables;7.469.400.000;3;West;2821;$299;Consumer;09.05.13;First Class;California;Tables
Office Supplies;Encinitas;United States;DM-13015;Darrin Martin;0.2;06.05.13;CA-2013-160500;92024;OFF-BI-10003784;Computer Printout Index Tabs;2.352;5;West;2820;$7;Consumer;09.05.13;First Class;California;Binders
Office Supplies;Murfreesboro;United States;PJ-18835;Patrick Jones;0.2;06.05.13;CA-2013-112676;37130;OFF-PA-10003971;Xerox 1965;52.026;3;South;2286;$14;Corporate;09.05.13;First Class;Tennessee;Paper
Furniture;Chattanooga;United States;ZD-21925;Zuschuss Donatelli;0.2;06.05.13;US-2013-147991;37421;FUR-FU-10004270;Eldon Image Series Desk Accessories, Burgundy;3.344;5;South;3041;$17;Consumer;10.05.13;Standard Class;Tennessee;Furnishings
Office Supplies;Tallahassee;United States;RB-19465;Rick Bensley;0.2;06.05.13;CA-2013-105662;32303;OFF-PA-10001001;Snap-A-Way Black Print Carbonless Speed Message, No Reply Area, Duplicate;314.712;4;South;8752;$93;Home Office;10.05.13;Standard Class;Florida;Paper
Office Supplies;Los Angeles;United States;BF-11005;Barry Franz;0;06.05.13;CA-2013-137729;90004;OFF-ST-10001505;"Perma STOR-ALL Hanging File Box, 13 1/8""W x 12 1/4""D x 10 1/2""H";10.166;1;West;2589;$6;Home Office;10.05.13;Standard Class;California;Storage
Technology;Tallahassee;United States;RB-19465;Rick Bensley;0.2;06.05.13;CA-2013-105662;32303;TEC-PH-10001198;Avaya 4621SW VoIP phone;199.665;3;South;8753;$177;Home Office;10.05.13;Standard Class;Florida;Phones
Technology;Los Angeles;United States;BF-11005;Barry Franz;0.2;06.05.13;CA-2013-137729;90004;TEC-PH-10001433;Cisco Small Business SPA 502G VoIP phone;215.397;3;West;2590;$246;Home Office;10.05.13;Standard Class;California;Phones
Office Supplies;Springfield;United States;BE-11455;Brad Eason;0;07.05.13;US-2013-146857;65807;OFF-AP-10001205;Belkin 5 Outlet SurgeMaster Power Centers;152.544;1;Central;6633;$54;Home Office;09.05.13;Second Class;Missouri;Appliances
Furniture;Bakersfield;United States;GM-14500;Gene McClure;0;07.05.13;CA-2013-137393;93309;FUR-FU-10001617;"Executive Impressions 8-1/2"" Career Panel/Partition Cubicle Clock";14.144;4;West;9676;$42;Consumer;11.05.13;Standard Class;California;Furnishings
Furniture;Lorain;United States;BE-11455;Brad Eason;0.2;07.05.13;CA-2013-118052;44052;FUR-FU-10004848;DAX Solid Wood Frames;116.263;7;East;2382;$55;Home Office;11.05.13;Standard Class;Ohio;Furnishings
Office Supplies;Chicago;United States;AF-10870;Art Ferguson;0.8;07.05.13;CA-2013-139234;60610;OFF-BI-10000773;Insertable Tab Post Binder Dividers;-52.932;2;Central;3359;$3;Consumer;11.05.13;Standard Class;Illinois;Binders
Office Supplies;Lorain;United States;BE-11455;Brad Eason;0.2;07.05.13;CA-2013-118052;44052;OFF-FA-10004248;Advantus T-Pin Paper Clips;17.138;2;East;2380;$7;Home Office;11.05.13;Standard Class;Ohio;Fasteners
Office Supplies;Lorain;United States;BE-11455;Brad Eason;0.2;07.05.13;CA-2013-118052;44052;OFF-PA-10002581;Xerox 1951;15.49;2;East;2381;$50;Home Office;11.05.13;Standard Class;Ohio;Paper
Technology;Chicago;United States;AF-10870;Art Ferguson;0.2;07.05.13;CA-2013-139234;60610;TEC-AC-10004510;Logitech Desktop MK120 Mouse and keyboard Combo;-3.272;2;Central;3360;$26;Consumer;11.05.13;Standard Class;Illinois;Accessories
Furniture;New York City;United States;CJ-12010;Caroline Jumper;0.1;08.05.13;CA-2013-128818;10009;FUR-CH-10002084;Hon Mobius Operator's Chair;590.352;4;East;2182;$443;Consumer;12.05.13;Standard Class;New York;Chairs
Furniture;New York City;United States;CJ-12010;Caroline Jumper;0;08.05.13;CA-2013-128818;10009;FUR-FU-10001940;Staples;280.192;8;East;2185;$64;Consumer;12.05.13;Standard Class;New York;Furnishings
Office Supplies;New York City;United States;CJ-12010;Caroline Jumper;0.2;08.05.13;CA-2013-128818;10009;OFF-BI-10000309;"GBC Twin Loop Wire Binding Elements, 9/16"" Spine, Black";308.966;7;East;2180;$85;Consumer;12.05.13;Standard Class;New York;Binders
Office Supplies;New York City;United States;CJ-12010;Caroline Jumper;0;08.05.13;CA-2013-128818;10009;OFF-LA-10003923;Alphabetical Labels for Top Tab Filing;22. Feb;3;East;2181;$44;Consumer;12.05.13;Standard Class;New York;Labels
Technology;New York City;United States;CJ-12010;Caroline Jumper;0;08.05.13;CA-2013-128818;10009;TEC-AC-10001767;SanDisk Ultra 64 GB MicroSDHC Class 10 Memory Card;219.945;5;East;2184;$200;Consumer;12.05.13;Standard Class;New York;Accessories
Technology;New York City;United States;CJ-12010;Caroline Jumper;0;08.05.13;CA-2013-128818;10009;TEC-MA-10000488;Bady BDG101FRU Card Printer;11.599.855;5;East;2183;$4,000;Consumer;12.05.13;Standard Class;New York;Machines
Office Supplies;Cleveland;United States;CL-12565;Clay Ludtke;0.2;09.05.13;CA-2013-106530;44105;OFF-PA-10002986;Xerox 1898;37.408;2;East;1632;$11;Consumer;09.05.13;Same Day;Ohio;Paper
Office Supplies;Cleveland;United States;CL-12565;Clay Ludtke;0.2;09.05.13;CA-2013-106530;44105;OFF-PA-10004451;Xerox 222;36.288;2;East;1633;$10;Consumer;09.05.13;Same Day;Ohio;Paper
Office Supplies;Cleveland;United States;CL-12565;Clay Ludtke;0.2;09.05.13;CA-2013-106530;44105;OFF-ST-10000649;Hanging Personal Folder File;Jan 57;2;East;1634;$25;Consumer;09.05.13;Same Day;Ohio;Storage
Office Supplies;Cleveland;United States;CL-12565;Clay Ludtke;0.2;09.05.13;CA-2013-106530;44105;OFF-ST-10002011;Smead Adjustable Mobile File Trolley with Lockable Top;88.029.900.000;3;East;1631;$1,006;Consumer;09.05.13;Same Day;Ohio;Storage
Technology;Cleveland;United States;CL-12565;Clay Ludtke;0.2;09.05.13;CA-2013-106530;44105;TEC-AC-10001465;SanDisk Cruzer 64 GB USB Flash Drive;7.264.000.000;2;East;1635;$58;Consumer;09.05.13;Same Day;Ohio;Accessories
Office Supplies;Los Angeles;United States;TB-21625;Trudy Brown;0;09.05.13;CA-2013-111696;90004;OFF-PA-10002751;Xerox 1920;8.073;3;West;4815;$18;Consumer;11.05.13;First Class;California;Paper
Furniture;Dover;United States;GB-14530;George Bell;0;09.05.13;CA-2013-164672;19901;FUR-FU-10001488;"Tenex 46"" x 60"" Computer Anti-Static Chairmat, Rectangular Shaped";42.392;2;East;1602;$212;Corporate;14.05.13;Second Class;Delaware;Furnishings
Office Supplies;Salem;United States;TH-21100;Thea Hendricks;0;10.05.13;CA-2013-159765;24153;OFF-AR-10003514;4009 Highlighters by Sanford;91.938;7;South;8412;$28;Consumer;13.05.13;Second Class;Virginia;Art
Office Supplies;Austin;United States;CV-12805;Cynthia Voltz;0.8;10.05.13;US-2013-144057;78745;OFF-AP-10000390;Euro Pro Shark Stick Mini Vacuum;-1.317.168;4;Central;8917;$49;Corporate;14.05.13;Standard Class;Texas;Appliances
Office Supplies;Austin;United States;CV-12805;Cynthia Voltz;0.8;10.05.13;US-2013-144057;78745;OFF-BI-10002353;GBC VeloBind Cover Sets;-27.792;6;Central;8919;$19;Corporate;14.05.13;Standard Class;Texas;Binders
Office Supplies;Austin;United States;CV-12805;Cynthia Voltz;0.8;10.05.13;US-2013-144057;78745;OFF-BI-10002852;Ibico Standard Transparent Covers;-204.352;4;Central;8916;$13;Corporate;14.05.13;Standard Class;Texas;Binders
Office Supplies;Austin;United States;CV-12805;Cynthia Voltz;0.2;10.05.13;US-2013-144057;78745;OFF-PA-10004327;Xerox 1911;26.824;2;Central;8918;$77;Corporate;14.05.13;Standard Class;Texas;Paper
Office Supplies;Austin;United States;CV-12805;Cynthia Voltz;0.2;10.05.13;US-2013-144057;78745;OFF-ST-10001490;Hot File 7-Pocket, Floor Stand;107.082;6;Central;8915;$857;Corporate;14.05.13;Standard Class;Texas;Storage
Office Supplies;New York City;United States;PS-18970;Paul Stevenson;0;10.05.13;CA-2013-161158;10024;OFF-AR-10000462;Sanford Pocket Accent Highlighters;März 44;5;East;5583;$8;Home Office;14.05.13;Standard Class;New York;Art
Technology;Houston;United States;MB-18085;Mick Brown;0.2;10.05.13;CA-2013-112382;77036;TEC-PH-10001552;I Need's 3d Hello Kitty Hybrid Silicone Case Cover for HTC One X 4g with 3d Hello Kitty Stylus Pen Green/pink;19.136;2;Central;7833;$19;Consumer;14.05.13;Standard Class;Texas;Phones
Office Supplies;Los Angeles;United States;RS-19420;Ricardo Sperren;0;10.05.13;US-2013-159093;90036;OFF-PA-10001260;TOPS Money Receipt Book, Consecutively Numbered in Red,;14.418;4;West;6847;$32;Corporate;15.05.13;Standard Class;California;Paper
Technology;Seattle;United States;SS-20590;Sonia Sunley;0;10.05.13;CA-2013-169166;98115;TEC-AC-10000991;Sony Micro Vault Click 8 GB USB 2.0 Flash Drive;131.572;2;West;494;$94;Consumer;15.05.13;Standard Class;Washington;Accessories
Office Supplies;Philadelphia;United States;JW-16075;Julia West;0.2;10.05.13;CA-2013-109176;19140;OFF-AR-10001955;Newell 319;9.920.000.000;5;East;1558;$79;Consumer;16.05.13;Standard Class;Pennsylvania;Art
Office Supplies;Philadelphia;United States;JW-16075;Julia West;0.2;10.05.13;CA-2013-109176;19140;OFF-EN-10003134;Staples;3.504;1;East;1557;$9;Consumer;16.05.13;Standard Class;Pennsylvania;Envelopes
Technology;Philadelphia;United States;CS-12400;Christopher Schild;0.4;11.05.13;CA-2013-133816;19134;TEC-PH-10001795;ClearOne CHATAttach 160 - speaker phone;-123.998;2;East;8249;$744;Home Office;14.05.13;Second Class;Pennsylvania;Phones
Office Supplies;Chicago;United States;GM-14500;Gene McClure;0.2;11.05.13;CA-2013-117625;60610;OFF-EN-10001535;Grip Seal Envelopes;23.868;2;Central;9379;$7;Consumer;16.05.13;Standard Class;Illinois;Envelopes
Office Supplies;Seattle;United States;RD-19720;Roger Demir;0;11.05.13;CA-2013-161543;98105;OFF-PA-10003971;Xerox 1965;58.604;2;West;6573;$12;Consumer;17.05.13;Standard Class;Washington;Paper
Office Supplies;Los Angeles;United States;TT-21070;Ted Trevino;0;12.05.13;CA-2013-162733;90045;OFF-PA-10002751;Xerox 1920;2.691;1;West;161;$6;Consumer;13.05.13;First Class;California;Paper
Office Supplies;Mission Viejo;United States;VM-21835;Vivian Mathis;0;13.05.13;US-2013-123610;92691;OFF-AP-10002222;Staples;23.409;1;West;9497;$9;Consumer;17.05.13;Standard Class;California;Appliances
Office Supplies;Virginia Beach;United States;VG-21805;Vivek Grady;0;13.05.13;CA-2013-109911;23464;OFF-AR-10001662;Rogers Handheld Barrel Pencil Sharpener;29.592;4;South;1590;$11;Corporate;17.05.13;Standard Class;Virginia;Art
Technology;Mission Viejo;United States;VM-21835;Vivian Mathis;0;13.05.13;US-2013-123610;92691;TEC-AC-10004518;Memorex Mini Travel Drive 32 GB USB 2.0 Flash Drive;46.8;6;West;9496;$120;Consumer;17.05.13;Standard Class;California;Accessories
Furniture;New York City;United States;HM-14860;Harry Marie;0;13.05.13;CA-2013-100510;10024;FUR-FU-10000320;OIC Stacking Trays;44.088;3;East;9272;$10;Corporate;18.05.13;Standard Class;New York;Furnishings
Office Supplies;Seattle;United States;JM-15580;Jill Matthias;0;13.05.13;CA-2013-167416;98105;OFF-EN-10001141;"Manila Recycled Extra-Heavyweight Clasp Envelopes, 6"" x 9""";26.901;5;West;7077;$55;Consumer;18.05.13;Standard Class;Washington;Envelopes
Office Supplies;Philadelphia;United States;FM-14215;Filia McAdams;0.2;13.05.13;US-2013-101196;19140;OFF-ST-10004804;"Belkin 19"" Vented Equipment Shelf, Black";-195.624;2;East;3772;$82;Corporate;18.05.13;Standard Class;Pennsylvania;Storage
Technology;New York City;United States;HM-14860;Harry Marie;0;13.05.13;CA-2013-100510;10024;TEC-PH-10001835;Jawbone JAMBOX Wireless Bluetooth Speaker;3.033.408;4;East;9273;$632;Corporate;18.05.13;Standard Class;New York;Phones
Furniture;Cincinnati;United States;LH-17155;Logan Haushalter;0.2;15.05.13;CA-2013-141019;45231;FUR-FU-10002937;"GE 48"" Fluorescent Tube, Cool White Energy Saver, 34 Watts, 30/Box";29.769;1;East;2161;$79;Consumer;15.05.13;Same Day;Ohio;Furnishings
Technology;Yuma;United States;TH-21235;Tiffany House;0.2;15.05.13;CA-2013-108224;85364;TEC-AC-10003832;Imation 16GB Mini TravelDrive USB 2.0 Flash Drive;487.011;7;West;7280;$186;Corporate;15.05.13;Same Day;Arizona;Accessories
Furniture;Jacksonville;United States;MK-17905;Michael Kennedy;0.2;15.05.13;US-2013-148901;32216;FUR-FU-10002396;DAX Copper Panel Document Frame, 5 x 7 Size;83.028;3;South;4799;$30;Corporate;20.05.13;Standard Class;Florida;Furnishings
Office Supplies;Jacksonville;United States;MK-17905;Michael Kennedy;0.2;15.05.13;US-2013-148901;32216;OFF-AR-10002467;Dixon Ticonderoga Pencils;0.4172;2;South;4801;$5;Corporate;20.05.13;Standard Class;Florida;Art
Office Supplies;Jacksonville;United States;MK-17905;Michael Kennedy;0.7;15.05.13;US-2013-148901;32216;OFF-BI-10002309;Avery Heavy-Duty EZD  Binder With Locking Rings;-98.208;8;South;4803;$13;Corporate;20.05.13;Standard Class;Florida;Binders
Office Supplies;Jacksonville;United States;MK-17905;Michael Kennedy;0.7;15.05.13;US-2013-148901;32216;OFF-BI-10001718;GBC DocuBind P50 Personal Binding Machine;-441.462;3;South;4797;$58;Corporate;20.05.13;Standard Class;Florida;Binders
Office Supplies;Jacksonville;United States;MK-17905;Michael Kennedy;0.7;15.05.13;US-2013-148901;32216;OFF-BI-10004002;Wilson Jones International Size A4 Ring Binders;-7.612;2;South;4802;$10;Corporate;20.05.13;Standard Class;Florida;Binders
Office Supplies;Jacksonville;United States;MK-17905;Michael Kennedy;0.2;15.05.13;US-2013-148901;32216;OFF-PA-10004983;Xerox 23;108.864;6;South;4798;$31;Corporate;20.05.13;Standard Class;Florida;Paper
Technology;Jacksonville;United States;MK-17905;Michael Kennedy;0.2;15.05.13;US-2013-148901;32216;TEC-PH-10003988;LF Elite 3D Dazzle Designer Hard Case Cover, Lf Stylus Pen and Wiper For Apple Iphone 5c Mini Lite;Apr 36;5;South;4800;$44;Corporate;20.05.13;Standard Class;Florida;Phones
Office Supplies;Springfield;United States;MN-17935;Michael Nguyen;0.2;16.05.13;CA-2013-165673;45503;OFF-PA-10000697;TOPS Voice Message Log Book, Flash Format;55.216;4;East;7734;$15;Consumer;20.05.13;Second Class;Ohio;Paper
Office Supplies;Fort Lauderdale;United States;DP-13000;Darren Powers;0.7;16.05.13;CA-2013-141180;33311;OFF-BI-10000301;GBC Instant Report Kit;-5.176;4;South;4965;$8;Consumer;20.05.13;Second Class;Florida;Binders
Office Supplies;Jackson;United States;SN-20710;Steve Nguyen;0;16.05.13;US-2013-146570;39212;OFF-AR-10004602;Boston KS Multi-Size Manual Pencil Sharpener;257.488;4;South;2097;$92;Home Office;21.05.13;Standard Class;Mississippi;Art
Office Supplies;Jackson;United States;SN-20710;Steve Nguyen;0;16.05.13;US-2013-146570;39212;OFF-AR-10003856;Newell 344;21.684;3;South;2098;$8;Home Office;21.05.13;Standard Class;Mississippi;Art
Office Supplies;Jackson;United States;SN-20710;Steve Nguyen;0;16.05.13;US-2013-146570;39212;OFF-BI-10001718;GBC DocuBind P50 Personal Binding Machine;2.405.648;8;South;2096;$512;Home Office;21.05.13;Standard Class;Mississippi;Binders
Office Supplies;New York City;United States;TT-21220;Thomas Thornton;0.2;16.05.13;CA-2013-152408;10035;OFF-BI-10002393;Binder Posts;44.772;3;East;4830;$14;Consumer;22.05.13;Standard Class;New York;Binders
Furniture;Los Angeles;United States;SC-20095;Sanjit Chand;0;17.05.13;CA-2013-130638;90045;FUR-FU-10002116;Tenex Carpeted, Granite-Look or Clear Contemporary Contour Shape Chair Mats;197.988;4;West;9610;$283;Consumer;20.05.13;Second Class;California;Furnishings
Office Supplies;Los Angeles;United States;SC-20095;Sanjit Chand;0;17.05.13;CA-2013-130638;90045;OFF-LA-10002195;Avery 481;133.056;9;West;9611;$28;Consumer;20.05.13;Second Class;California;Labels
Office Supplies;Los Angeles;United States;DO-13435;Denny Ordway;0;17.05.13;CA-2013-133144;90036;OFF-PA-10004971;Xerox 196;84.966;3;West;3945;$17;Consumer;22.05.13;Second Class;California;Paper
Office Supplies;Middletown;United States;JR-15670;Jim Radford;0;17.05.13;CA-2013-122133;6457;OFF-ST-10002574;SAFCO Commercial Wire Shelving, Black;0;4;East;1336;$553;Consumer;24.05.13;Standard Class;Connecticut;Storage
Furniture;Waterbury;United States;AG-10900;Arthur Gainer;0;18.05.13;CA-2013-158435;6708;FUR-FU-10003975;Eldon Advantage Chair Mats for Low to Medium Pile Carpets;17.324;4;East;4707;$173;Consumer;19.05.13;First Class;Connecticut;Furnishings
Office Supplies;Waterbury;United States;AG-10900;Arthur Gainer;0;18.05.13;CA-2013-158435;6708;OFF-LA-10002475;Avery 519;68.714;2;East;4706;$15;Consumer;19.05.13;First Class;Connecticut;Labels
Office Supplies;Waterbury;United States;AG-10900;Arthur Gainer;0;18.05.13;CA-2013-158435;6708;OFF-SU-10000381;Acme Forged Steel Scissors with Black Enamel Handles;188.993;7;East;4705;$65;Consumer;19.05.13;First Class;Connecticut;Supplies
Furniture;Chicago;United States;LW-17215;Luke Weiss;0.6;18.05.13;US-2013-117037;60653;FUR-FU-10004973;Flat Face Poster Frame;-101.736;3;Central;7789;$23;Consumer;21.05.13;First Class;Illinois;Furnishings
Office Supplies;Chicago;United States;LW-17215;Luke Weiss;0.8;18.05.13;US-2013-117037;60653;OFF-BI-10000279;"Acco Recycled 2"" Capacity Laser Printer Hanging Data Binders";-47.685;1;Central;7787;$3;Consumer;21.05.13;First Class;Illinois;Binders
Office Supplies;Chicago;United States;LW-17215;Luke Weiss;0.2;18.05.13;US-2013-117037;60653;OFF-FA-10000936;Acco Hot Clips Clips to Go;24.675;3;Central;7788;$8;Consumer;21.05.13;First Class;Illinois;Fasteners
Office Supplies;Chicago;United States;LW-17215;Luke Weiss;0.2;18.05.13;US-2013-117037;60653;OFF-PA-10000791;Wirebound Message Books, Four 2 3/4 x 5 Forms per Page, 200 Sets per Book;Sep 54;8;Central;7790;$31;Consumer;21.05.13;First Class;Illinois;Paper
Office Supplies;Apopka;United States;RP-19855;Roy Phan;0.7;18.05.13;US-2013-150567;32712;OFF-BI-10000069;GBC Prepunched Paper, 19-Hole, for Binding Systems, 24-lb;-216.144;6;South;1908;$27;Corporate;22.05.13;Standard Class;Florida;Binders
Office Supplies;Apopka;United States;RP-19855;Roy Phan;0.7;18.05.13;US-2013-150567;32712;OFF-BI-10001757;Pressboard Hanging Data Binders for Unburst Sheets;-21.648;2;South;1907;$3;Corporate;22.05.13;Standard Class;Florida;Binders
Office Supplies;San Francisco;United States;EB-13930;Eric Barreto;0;19.05.13;CA-2013-122728;94110;OFF-PA-10004040;Universal Premium White Copier/Laser Paper (20Lb. and 87 Bright);87.906;3;West;1678;$18;Consumer;25.05.13;Standard Class;California;Paper
Office Supplies;San Francisco;United States;EB-13930;Eric Barreto;0;19.05.13;CA-2013-122728;94110;OFF-ST-10000604;Home/Office Personal File Carts;26. Juli;3;West;1677;$104;Consumer;25.05.13;Standard Class;California;Storage
Office Supplies;Lafayette;United States;RP-19855;Roy Phan;0;20.05.13;US-2013-152835;47905;OFF-AR-10003056;Newell 341;6.206;5;Central;3531;$21;Corporate;24.05.13;Standard Class;Indiana;Art
Office Supplies;Los Angeles;United States;AH-10690;Anna Häberlin;0;20.05.13;CA-2013-138282;90008;OFF-AP-10001366;Staples;237.168;8;West;7467;$88;Corporate;24.05.13;Standard Class;California;Appliances
Furniture;New York City;United States;BN-11515;Bradley Nguyen;0;20.05.13;CA-2013-169943;10011;FUR-FU-10000010;DAX Value U-Channel Document Frames, Easel Back;123.256;8;East;1720;$40;Consumer;25.05.13;Standard Class;New York;Furnishings
Furniture;New York City;United States;BN-11515;Bradley Nguyen;0;20.05.13;CA-2013-169943;10011;FUR-FU-10002088;Nu-Dell Float Frame 11 x 14 1/2;150.864;4;East;1719;$36;Consumer;25.05.13;Standard Class;New York;Furnishings
Furniture;Arlington;United States;LE-16810;Laurel Elliston;0;20.05.13;CA-2013-157245;22204;FUR-CH-10003746;Hon 4070 Series Pagoda Round Back Stacking Chairs;1.797.488;2;South;770;$642;Consumer;25.05.13;Standard Class;Virginia;Chairs
Office Supplies;New York City;United States;BN-11515;Bradley Nguyen;0;20.05.13;CA-2013-169943;10011;OFF-AP-10001563;Belkin Premiere Surge Master II 8-outlet surge protector;70.441;5;East;1717;$243;Consumer;25.05.13;Standard Class;New York;Appliances
Office Supplies;New York City;United States;BN-11515;Bradley Nguyen;0.2;20.05.13;CA-2013-169943;10011;OFF-BI-10002824;Recycled Easel Ring Binders;14.92;4;East;1721;$48;Consumer;25.05.13;Standard Class;New York;Binders
Office Supplies;New York City;United States;BN-11515;Bradley Nguyen;0;20.05.13;CA-2013-169943;10011;OFF-ST-10004123;Safco Industrial Wire Shelving System;0;5;East;1718;$455;Consumer;25.05.13;Standard Class;New York;Storage
Office Supplies;San Francisco;United States;BT-11395;Bill Tyler;0.2;20.05.13;CA-2013-126935;94109;OFF-BI-10004817;GBC Personal VeloBind Strips;33.544;1;West;2499;$10;Corporate;25.05.13;Standard Class;California;Binders
Technology;Asheville;United States;JK-15730;Joe Kamberova;0.2;21.05.13;CA-2013-105256;28806;TEC-PH-10001530;Cisco Unified IP Phone 7945G VoIP phone;852.475;5;South;793;$1,364;Consumer;21.05.13;Same Day;North Carolina;Phones
Office Supplies;Colorado Springs;United States;EH-14125;Eugene Hildebrand;0.7;21.05.13;CA-2013-146010;80906;OFF-BI-10003638;GBC Durable Plastic Covers;-32.508;7;West;3968;$41;Home Office;24.05.13;First Class;Colorado;Binders
Office Supplies;Port Saint Lucie;United States;DB-13210;Dean Braden;0.7;21.05.13;CA-2013-108567;34952;OFF-BI-10004140;Avery Non-Stick Binders;-2.245;2;South;3688;$3;Consumer;25.05.13;Standard Class;Florida;Binders
Furniture;Vallejo;United States;RB-19465;Rick Bensley;0;21.05.13;CA-2013-115917;94591;FUR-FU-10000576;Luxo Professional Fluorescent Magnifier Lamp with Clamp-Mount Base;272.792;5;West;639;$1,049;Home Office;26.05.13;Standard Class;California;Furnishings
Office Supplies;Vallejo;United States;RB-19465;Rick Bensley;0.2;21.05.13;CA-2013-115917;94591;OFF-BI-10004728;Wilson Jones Turn Tabs Binder Tool for Ring Binders;50.128;4;West;640;$15;Home Office;26.05.13;Standard Class;California;Binders
Office Supplies;Warwick;United States;CP-12340;Christine Phan;0;22.05.13;CA-2013-127642;2886;OFF-PA-10000565;Staples;548.604;2;East;4361;$112;Corporate;24.05.13;First Class;Rhode Island;Paper
Technology;Los Angeles;United States;LH-17155;Logan Haushalter;0;22.05.13;US-2013-139486;90032;TEC-AC-10003832;Imation 16GB Mini TravelDrive USB 2.0 Flash Drive;271.666;2;West;525;$66;Consumer;24.05.13;First Class;California;Accessories
Technology;Los Angeles;United States;LH-17155;Logan Haushalter;0.2;22.05.13;US-2013-139486;90032;TEC-PH-10003555;Motorola HK250 Universal Bluetooth Headset;-124.146;3;West;524;$55;Consumer;24.05.13;First Class;California;Phones
Office Supplies;Dallas;United States;AS-10285;Alejandro Savely;0.8;22.05.13;CA-2013-114209;75081;OFF-BI-10000343;"Pressboard Covers with Storage Hooks, 9 1/2"" x 11"", Light Blue";-32.406;2;Central;7068;$2;Corporate;27.05.13;Standard Class;Texas;Binders
Office Supplies;Dallas;United States;AS-10285;Alejandro Savely;0.2;22.05.13;CA-2013-114209;75081;OFF-PA-10003591;Southworth 100% Cotton The Best Paper;30.996;9;Central;7069;$83;Corporate;27.05.13;Standard Class;Texas;Paper
Office Supplies;Chicago;United States;SH-19975;Sally Hughsby;0.8;22.05.13;CA-2013-125920;60610;OFF-BI-10003429;Cardinal HOLDit! Binder Insert Strips,Extra Strips;-58.869;3;Central;9796;$4;Corporate;29.05.13;Standard Class;Illinois;Binders
Technology;Sparks;United States;LC-16930;Linda Cazamias;0.2;22.05.13;CA-2013-107202;89431;TEC-MA-10000112;Panasonic KX MB2061 Multifunction Printer;179.73;10;West;2419;$2,396;Corporate;29.05.13;Standard Class;Nevada;Machines
Office Supplies;Athens;United States;JF-15490;Jeremy Farry;0;23.05.13;CA-2013-159653;30605;OFF-LA-10004345;Avery 493;72.177;3;South;4724;$15;Consumer;23.05.13;Same Day;Georgia;Labels
Furniture;Passaic;United States;AF-10870;Art Ferguson;0.3;23.05.13;CA-2013-146934;7055;FUR-TA-10003748;Bevis 36 x 72 Conference Tables;-199.184;2;East;2442;$174;Consumer;28.05.13;Standard Class;New Jersey;Tables
Office Supplies;Passaic;United States;AF-10870;Art Ferguson;0;23.05.13;CA-2013-146934;7055;OFF-AP-10003217;Eureka Sanitaire  Commercial Upright;1.723.384;4;East;2443;$663;Consumer;28.05.13;Standard Class;New Jersey;Appliances
Office Supplies;Passaic;United States;AF-10870;Art Ferguson;0;23.05.13;CA-2013-146934;7055;OFF-EN-10002973;Ampad #10 Peel & Seel Holiday Envelopes;129.024;6;East;2445;$27;Consumer;28.05.13;Standard Class;New Jersey;Envelopes
